"Database Name","Species","Authority","Habitat","Organism Type","Common Name","Description","IUIS Name","Accession","Length","Link","Route of allergen exposure","Group1","Allergenecity","Gene ID","Biochemical Name","MW(SDS-PAGE)","Source"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","nitrile-specifier protein","Per a 1","AAB82404.1","395","http://db.comparedatabase.org/allergens/view/AAB82404.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","nitrile-specifier protein","Per a 1","AAC34312.1","228","http://db.comparedatabase.org/allergens/view/AAC34312.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","nitrile-specifier protein","Per a 1","AAD13533.1","231","http://db.comparedatabase.org/allergens/view/AAD13533.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","tropomyosin","Per a 7","AAD19606.1","284","http://db.comparedatabase.org/allergens/view/AAD19606.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","tropomyosin","Per a 7","CAB38086.1","284","http://db.comparedatabase.org/allergens/view/CAB38086.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","Per a 2 allergen [Periplaneta americana]","IUIS Name not found","AAX33727.1","351","http://db.comparedatabase.org/allergens/view/AAX33727.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","Per a 4 allergen [Periplaneta americana]","IUIS Name not found","AAX33728.1","183","http://db.comparedatabase.org/allergens/view/AAX33728.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","Per a 5 allergen [Periplaneta americana]","IUIS Name not found","AAX33729.1","216","http://db.comparedatabase.org/allergens/view/AAX33729.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","serine protease","Per a 10","AAX33734.1","256","http://db.comparedatabase.org/allergens/view/AAX33734.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","hemocyanin / arylphorin","Per a 3","AAB09632.1","631","http://db.comparedatabase.org/allergens/view/AAB09632.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","hemocyanin / arylphorin","Per a 3","AAB62731.1","470","http://db.comparedatabase.org/allergens/view/AAB62731.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","hemocyanin / arylphorin","Per a 3","AAB63595.1","393","http://db.comparedatabase.org/allergens/view/AAB63595.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","major allergen Per a 1.0105 [Periplaneta americana]","IUIS Name not found","AAP13554.1","124","http://db.comparedatabase.org/allergens/view/AAP13554.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta fuliginosa","(Serville)","Habitat of species not found","Animal","Smokybrown cockroach","tropomyosin [Periplaneta fuliginosa]","IUIS Name not found","AAL86701.1","284","http://db.comparedatabase.org/allergens/view/AAL86701.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Perna viridis","Linnaeus, 1758","Marine","Animal","Asian green mussell","tropomyosin [Perna viridis]","IUIS Name not found","AAG08988.1","284","http://db.comparedatabase.org/allergens/view/AAG08988.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
